Fecha,Ticker,Utilidad Operacional del Trimestre / Activo Total,Utilidad Operacional del Trimestre / Activo Total (Promedio LTM),Margen EBITDA del Trimestre,Margen EBITDA del Trimestre (Promedio LTM),Margen Neto del Trimestre,Margen Neto del Trimestre (Promedio LTM),Utilidad Neta del Trimestre Anualizada / Total Patrimonio,Utilidad Neta del Trimestre Anualizada / Total Patrimonio (Promedio LTM),Total Activo / Total Patrimonio,Total Activo / Total Patrimonio (Promedio LTM),Deuda Neta / EBITDA del Trimestre Anualizado,Deuda Neta / EBITDA del Trimestre Anualizado (Promedio LTM),Deuda Bruta / Activo,Deuda Bruta / Activo (Promedio LTM),EBITDA del Trimestre Anualizado / Intereses,EBITDA del Trimestre Anualizado / Intereses (Promedio LTM),Crecimiento del EBITDA Últimos 12 Meses EBITDA,Crecimiento del EBITDA Últimos 12 Meses EBITDA (Promedio LTM),Ingresos del Trimestre Anualizados / Total Activo,Ingresos del Trimestre Anualizados / Total Activo (Promedio LTM),Activo Corto Plazo / Pasivo Corto Plazo,Activo Corto Plazo / Pasivo Corto Plazo (Promedio LTM),Rating Test,Rating Predicc
30/09/2015,IQ290203,0.031839186,0.02257622,0.347432,0.28739675,0.159023449,0.087714473,17.6884,12.8381,2.171828833,2.9590695819999997,1.547551229,3.173347517,0.301841297,0.401743489,39.385856,29.72688419,54.1652,30.387675,0.505749068,0.44618294399999997,1.760511387,1.4784422,BBB-,BBB
30/06/2017,IQ102326862,0.009330569,0.006358034,0.114049,0.10038925,0.036363636,0.01656658,21.8364,9.5589,10.55,10.27063624,7.048125853999999,8.939122493,0.539353419,0.549791976,31.29880804,21.48926234,4.5454,3.5980000000000003,0.563219364,0.5230732029999999,3.1205666830000003,2.8492046510000004,BBB-,BB+
30/09/2015,IQ275442,0.029725151000000002,0.023600309,0.295903,0.26130075,0.087808063,0.429728889,26.031999999999996,125.0994,5.692851784,6.035241123,1.4549108519999998,1.8872046869999999,0.311182229,0.352202413,43.42509416,35.48057207,-15.2804,-16.977999999999998,0.461370482,0.473253009,1.3318431370000001,1.2676697209999999,A+,A+
31/12/2016,IQ191564,0.040469119,0.041909186,0.297145,0.309781,0.167681277,0.175937304,21.0624,21.6469,1.941115374,1.894832413,0.953450474,0.889891911,0.22374858,0.223118602,145.2228655,209.2022383,-4.4169,8.5466,0.645758714,0.6313071060000001,0.862711601,0.9446269290000001,A,A
30/06/2014,IQ32389646,0.02929013,0.024851919,0.229086,0.21095775,0.099922966,0.072078505,25.5736,18.4671,3.559665554,3.678423483,2.238097968,2.66798921,0.498092298,0.5005126360000001,23.25565484,20.26613335,-3.8574,5.785,0.69755169,0.664544754,2.0596195809999998,1.91870798,BB-,BB-
31/12/2013,IQ22666093,0.036050471,0.034166605,0.40728600000000004,0.412704,0.188028627,0.194452285,18.5748,17.1656,2.40317664,2.351798349,2.380995809,2.377508055,0.43387409,0.439625163,32.10249138,29.8366189,20.3846,14.433375,0.41044128399999996,0.375142165,1.86244204,2.4626521919999997,BBB,BBB
30/06/2015,IQ12344550,0.011764205,0.013731404,0.64146,0.72365475,0.220424184,0.280838739,5.0092,6.6268,2.3532374430000003,2.361479231,8.517712275,7.56382981,0.536557958,0.533113954,9.699810315,9.914354794,61.6275,48.066575,0.096214854,0.097077668,9.016724456,10.24995391,BB+,BB+
31/03/2016,IQ3133890,0.016062137,0.016226751,0.172597,0.18078975,0.015779665,0.165790467,4.9408,59.5066,4.677359287,6.191331551,5.339174088,5.496618613,0.646408277,0.659505501,11.34965773,9.729530378,35.6929,137.30145,0.664244814,0.619801554,0.8968107409999999,1.311345717,B,B+
31/03/2014,IQ22666093,0.028933447,0.034205597000000004,0.372785,0.40923075,0.163004961,0.185246778,14.842,17.2001,2.462367321,2.392848346,2.8626445719999998,2.540176741,0.451832016,0.441131118,25.97529062,29.75691555,16.1147,20.1322,0.368623865,0.387137254,2.186751796,2.098123065,BBB,BBB
30/09/2013,IQ192186,0.008309206999999999,0.007975847,0.221523,0.23984850000000002,-0.13600286,-0.004535984,-46.5744,-4.2488,15.559346599999998,14.80882688,2.352244024,2.591241576,0.175432122,0.163393109,5.9235165489999995,10.51690492,45.8568,68.209225,0.200438571,0.18306350300000002,2.108639565,2.234017691,B,B
